id,key,type,name,state,county_fips,geometry
773,,county,Grant County,IN,18053,
774,,county,Greene County,IN,18055,
775,,county,Hamilton County,IN,18057,
776,,county,Hancock County,IN,18059,
777,,county,Harrison County,IN,18061,
778,,county,Hendricks County,IN,18063,
779,,county,Henry County,IN,18065,
780,,county,Howard County,IN,18067,
781,,county,Huntington County,IN,18069,
782,,county,Jackson County,IN,18071,
783,,county,Jasper County,IN,18073,
784,,county,Jay County,IN,18075,
785,,county,Jefferson County,IN,18077,
786,,county,Jennings County,IN,18079,
787,,county,Johnson County,IN,18081,
788,,county,Knox County,IN,18083,
789,,county,Kosciusko County,IN,18085,
790,,county,LaGrange County,IN,18087,
791,,county,Lake County,IN,18089,
792,,county,LaPorte County,IN,18091,
793,,county,Lawrence County,IN,18093,
794,,county,Madison County,IN,18095,
795,,county,Marion County,IN,18097,
796,,county,Marshall County,IN,18099,
797,,county,Martin County,IN,18101,
798,,county,Miami County,IN,18103,
799,,county,Monroe County,IN,18105,
800,,county,Montgomery County,IN,18107,
801,,county,Morgan County,IN,18109,
802,,county,Newton County,IN,18111,
803,,county,Noble County,IN,18113,
804,,county,Ohio County,IN,18115,
805,,county,Orange County,IN,18117,
806,,county,Owen County,IN,18119,
807,,county,Parke County,IN,18121,
808,,county,Perry County,IN,18123,
809,,county,Pike County,IN,18125,
810,,county,Porter County,IN,18127,
811,,county,Posey County,IN,18129,
812,,county,Pulaski County,IN,18131,
813,,county,Putnam County,IN,18133,
814,,county,Randolph County,IN,18135,
815,,county,Ripley County,IN,18137,
816,,county,Rush County,IN,18139,
817,,county,St. Joseph County,IN,18141,
818,,county,Scott County,IN,18143,
819,,county,Shelby County,IN,18145,
820,,county,Spencer County,IN,18147,
821,,county,Starke County,IN,18149,
822,,county,Steuben County,IN,18151,
823,,county,Sullivan County,IN,18153,
824,,county,Switzerland County,IN,18155,
825,,county,Tippecanoe County,IN,18157,
826,,county,Tipton County,IN,18159,
827,,county,Union County,IN,18161,
828,,county,Vanderburgh County,IN,18163,
829,,county,Vermillion County,IN,18165,
830,,county,Vigo County,IN,18167,
831,,county,Wabash County,IN,18169,
832,,county,Warren County,IN,18171,
833,,county,Warrick County,IN,18173,
834,,county,Washington County,IN,18175,
835,,county,Wayne County,IN,18177,
836,,county,Wells County,IN,18179,
837,,county,White County,IN,18181,
838,,county,Whitley County,IN,18183,
839,,county,Adair County,IA,19001,
840,,county,Adams County,IA,19003,
841,,county,Allamakee County,IA,19005,
842,,county,Appanoose County,IA,19007,
843,,county,Audubon County,IA,19009,
844,,county,Benton County,IA,19011,
845,,county,Black Hawk County,IA,19013,
846,,county,Boone County,IA,19015,
847,,county,Bremer County,IA,19017,
848,,county,Buchanan County,IA,19019,
849,,county,Buena Vista County,IA,19021,
850,,county,Butler County,IA,19023,
851,,county,Calhoun County,IA,19025,
852,,county,Carroll County,IA,19027,
853,,county,Cass County,IA,19029,
854,,county,Cedar County,IA,19031,
855,,county,Cerro Gordo County,IA,19033,
856,,county,Cherokee County,IA,19035,
857,,county,Chickasaw County,IA,19037,
858,,county,Clarke County,IA,19039,
859,,county,Clay County,IA,19041,
860,,county,Clayton County,IA,19043,
861,,county,Clinton County,IA,19045,
862,,county,Crawford County,IA,19047,
863,,county,Dallas County,IA,19049,
864,,county,Davis County,IA,19051,
865,,county,Decatur County,IA,19053,
866,,county,Delaware County,IA,19055,
867,,county,Des Moines County,IA,19057,
868,,county,Dickinson County,IA,19059,
869,,county,Dubuque County,IA,19061,
870,,county,Emmet County,IA,19063,
871,,county,Fayette County,IA,19065,
872,,county,Floyd County,IA,19067,
873,,county,Franklin County,IA,19069,
874,,county,Fremont County,IA,19071,
875,,county,Greene County,IA,19073,
876,,county,Grundy County,IA,19075,
877,,county,Guthrie County,IA,19077,
878,,county,Hamilton County,IA,19079,
879,,county,Hancock County,IA,19081,
880,,county,Hardin County,IA,19083,
881,,county,Harrison County,IA,19085,
882,,county,Henry County,IA,19087,
883,,county,Howard County,IA,19089,
884,,county,Humboldt County,IA,19091,
885,,county,Ida County,IA,19093,
886,,county,Iowa County,IA,19095,
887,,county,Jackson County,IA,19097,
888,,county,Jasper County,IA,19099,
889,,county,Jefferson County,IA,19101,
890,,county,Johnson County,IA,19103,
891,,county,Jones County,IA,19105,
892,,county,Keokuk County,IA,19107,
893,,county,Kossuth County,IA,19109,
894,,county,Lee County,IA,19111,
895,,county,Linn County,IA,19113,
896,,county,Louisa County,IA,19115,
897,,county,Lucas County,IA,19117,
898,,county,Lyon County,IA,19119,
899,,county,Madison County,IA,19121,
900,,county,Mahaska County,IA,19123,
901,,county,Marion County,IA,19125,
902,,county,Marshall County,IA,19127,
903,,county,Mills County,IA,19129,
904,,county,Mitchell County,IA,19131,
905,,county,Monona County,IA,19133,
906,,county,Monroe County,IA,19135,
907,,county,Montgomery County,IA,19137,
908,,county,Muscatine County,IA,19139,
909,,county,O'Brien County,IA,19141,
910,,county,Osceola County,IA,19143,
911,,county,Page County,IA,19145,
912,,county,Palo Alto County,IA,19147,
913,,county,Plymouth County,IA,19149,
914,,county,Pocahontas County,IA,19151,
915,,county,Polk County,IA,19153,
916,,county,Pottawattamie County,IA,19155,
917,,county,Poweshiek County,IA,19157,
918,,county,Ringgold County,IA,19159,
919,,county,Sac County,IA,19161,
920,,county,Scott County,IA,19163,
921,,county,Shelby County,IA,19165,
922,,county,Sioux County,IA,19167,
923,,county,Story County,IA,19169,
924,,county,Tama County,IA,19171,
925,,county,Taylor County,IA,19173,
926,,county,Union County,IA,19175,
927,,county,Van Buren County,IA,19177,
928,,county,Wapello County,IA,19179,
929,,county,Warren County,IA,19181,
930,,county,Washington County,IA,19183,
931,,county,Wayne County,IA,19185,
932,,county,Webster County,IA,19187,
933,,county,Winnebago County,IA,19189,
934,,county,Winneshiek County,IA,19191,
935,,county,Woodbury County,IA,19193,
936,,county,Worth County,IA,19195,
937,,county,Wright County,IA,19197,
938,,county,Allen County,KS,20001,
939,,county,Anderson County,KS,20003,
940,,county,Atchison County,KS,20005,
941,,county,Barber County,KS,20007,
942,,county,Barton County,KS,20009,
943,,county,Bourbon County,KS,20011,
944,,county,Brown County,KS,20013,
945,,county,Butler County,KS,20015,
946,,county,Chase County,KS,20017,
947,,county,Chautauqua County,KS,20019,
948,,county,Cherokee County,KS,20021,
949,,county,Cheyenne County,KS,20023,
950,,county,Clark County,KS,20025,
951,,county,Clay County,KS,20027,
952,,county,Cloud County,KS,20029,
953,,county,Coffey County,KS,20031,
954,,county,Comanche County,KS,20033,
955,,county,Cowley County,KS,20035,
956,,county,Crawford County,KS,20037,
957,,county,Decatur County,KS,20039,
958,,county,Dickinson County,KS,20041,
959,,county,Doniphan County,KS,20043,
960,,county,Douglas County,KS,20045,
961,,county,Edwards County,KS,20047,
962,,county,Elk County,KS,20049,
963,,county,Ellis County,KS,20051,
964,,county,Ellsworth County,KS,20053,
965,,county,Finney County,KS,20055,
966,,county,Ford County,KS,20057,
967,,county,Franklin County,KS,20059,
968,,county,Geary County,KS,20061,
969,,county,Gove County,KS,20063,
970,,county,Graham County,KS,20065,
971,,county,Grant County,KS,20067,
972,,county,Gray County,KS,20069,
973,,county,Greeley County,KS,20071,
974,,county,Greenwood County,KS,20073,
975,,county,Hamilton County,KS,20075,
976,,county,Harper County,KS,20077,
977,,county,Harvey County,KS,20079,
978,,county,Haskell County,KS,20081,
979,,county,Hodgeman County,KS,20083,
980,,county,Jackson County,KS,20085,
981,,county,Jefferson County,KS,20087,
982,,county,Jewell County,KS,20089,
983,,county,Johnson County,KS,20091,
984,,county,Kearny County,KS,20093,
985,,county,Kingman County,KS,20095,
986,,county,Kiowa County,KS,20097,
987,,county,Labette County,KS,20099,
988,,county,Lane County,KS,20101,
989,,county,Leavenworth County,KS,20103,
990,,county,Lincoln County,KS,20105,
991,,county,Linn County,KS,20107,
992,,county,Logan County,KS,20109,
993,,county,Lyon County,KS,20111,
994,,county,McPherson County,KS,20113,
995,,county,Marion County,KS,20115,
996,,county,Marshall County,KS,20117,
997,,county,Meade County,KS,20119,
998,,county,Miami County,KS,20121,
999,,county,Mitchell County,KS,20123,
1000,,county,Montgomery County,KS,20125,
1001,,county,Morris County,KS,20127,
1002,,county,Morton County,KS,20129,
1003,,county,Nemaha County,KS,20131,
1004,,county,Neosho County,KS,20133,
1005,,county,Ness County,KS,20135,
1006,,county,Norton County,KS,20137,
1007,,county,Osage County,KS,20139,
1008,,county,Osborne County,KS,20141,
1009,,county,Ottawa County,KS,20143,
1010,,county,Pawnee County,KS,20145,
1011,,county,Phillips County,KS,20147,
1012,,county,Pottawatomie County,KS,20149,
1013,,county,Pratt County,KS,20151,
1014,,county,Rawlins County,KS,20153,
1015,,county,Reno County,KS,20155,
1016,,county,Republic County,KS,20157,
1017,,county,Rice County,KS,20159,
1018,,county,Riley County,KS,20161,
1019,,county,Rooks County,KS,20163,
1020,,county,Rush County,KS,20165,
1021,,county,Russell County,KS,20167,
1022,,county,Saline County,KS,20169,
1023,,county,Scott County,KS,20171,
1024,,county,Sedgwick County,KS,20173,
1025,,county,Seward County,KS,20175,
1026,,county,Shawnee County,KS,20177,
1027,,county,Sheridan County,KS,20179,
1028,,county,Sherman County,KS,20181,
1029,,county,Smith County,KS,20183,
1030,,county,Stafford County,KS,20185,
1031,,county,Stanton County,KS,20187,
1032,,county,Stevens County,KS,20189,
1033,,county,Sumner County,KS,20191,
1034,,county,Thomas County,KS,20193,
1035,,county,Trego County,KS,20195,
1036,,county,Wabaunsee County,KS,20197,
1037,,county,Wallace County,KS,20199,
1038,,county,Washington County,KS,20201,
1039,,county,Wichita County,KS,20203,
1040,,county,Wilson County,KS,20205,
1041,,county,Woodson County,KS,20207,
1042,,county,Wyandotte County,KS,20209,
1043,,county,Adair County,KY,21001,
1044,,county,Allen County,KY,21003,
1045,,county,Anderson County,KY,21005,
1046,,county,Ballard County,KY,21007,
1047,,county,Barren County,KY,21009,
1048,,county,Bath County,KY,21011,
1049,,county,Bell County,KY,21013,
1050,,county,Boone County,KY,21015,
1051,,county,Bourbon County,KY,21017,
1052,,county,Boyd County,KY,21019,
1053,,county,Boyle County,KY,21021,
1054,,county,Bracken County,KY,21023,
1055,,county,Breathitt County,KY,21025,
1056,,county,Breckinridge County,KY,21027,
1057,,county,Bullitt County,KY,21029,
1058,,county,Butler County,KY,21031,
1059,,county,Caldwell County,KY,21033,
1060,,county,Calloway County,KY,21035,
1061,,county,Campbell County,KY,21037,
1062,,county,Carlisle County,KY,21039,
1063,,county,Carroll County,KY,21041,
1064,,county,Carter County,KY,21043,
1065,,county,Casey County,KY,21045,
1066,,county,Christian County,KY,21047,
1067,,county,Clark County,KY,21049,
1068,,county,Clay County,KY,21051,
1069,,county,Clinton County,KY,21053,
1070,,county,Crittenden County,KY,21055,
1071,,county,Cumberland County,KY,21057,
1072,,county,Daviess County,KY,21059,
1073,,county,Edmonson County,KY,21061,
1074,,county,Elliott County,KY,21063,
1075,,county,Estill County,KY,21065,
1076,,county,Fayette County,KY,21067,
1077,,county,Fleming County,KY,21069,
1078,,county,Floyd County,KY,21071,
1079,,county,Franklin County,KY,21073,
1080,,county,Fulton County,KY,21075,
1081,,county,Gallatin County,KY,21077,
1082,,county,Garrard County,KY,21079,
1083,,county,Grant County,KY,21081,
1084,,county,Graves County,KY,21083,
1085,,county,Grayson County,KY,21085,
1086,,county,Green County,KY,21087,
1087,,county,Greenup County,KY,21089,
1088,,county,Hancock County,KY,21091,
1089,,county,Hardin County,KY,21093,
1090,,county,Harlan County,KY,21095,
1091,,county,Harrison County,KY,21097,
1092,,county,Hart County,KY,21099,
1093,,county,Henderson County,KY,21101,
1094,,county,Henry County,KY,21103,
1095,,county,Hickman County,KY,21105,
1096,,county,Hopkins County,KY,21107,
1097,,county,Jackson County,KY,21109,
1098,,county,Jefferson County,KY,21111,
1099,,county,Jessamine County,KY,21113,
1100,,county,Johnson County,KY,21115,
1101,,county,Kenton County,KY,21117,
1102,,county,Knott County,KY,21119,
1103,,county,Knox County,KY,21121,
1104,,county,Larue County,KY,21123,
1105,,county,Laurel County,KY,21125,
1106,,county,Lawrence County,KY,21127,
1107,,county,Lee County,KY,21129,
1108,,county,Leslie County,KY,21131,
1109,,county,Letcher County,KY,21133,
1110,,county,Lewis County,KY,21135,
1111,,county,Lincoln County,KY,21137,
1112,,county,Livingston County,KY,21139,
1113,,county,Logan County,KY,21141,
1114,,county,Lyon County,KY,21143,
1115,,county,McCracken County,KY,21145,
1116,,county,McCreary County,KY,21147,
1117,,county,McLean County,KY,21149,
1118,,county,Madison County,KY,21151,
1119,,county,Magoffin County,KY,21153,
1120,,county,Marion County,KY,21155,
1121,,county,Marshall County,KY,21157,
1122,,county,Martin County,KY,21159,
1123,,county,Mason County,KY,21161,
1124,,county,Meade County,KY,21163,
1125,,county,Menifee County,KY,21165,
1126,,county,Mercer County,KY,21167,
1127,,county,Metcalfe County,KY,21169,
1128,,county,Monroe County,KY,21171,
1129,,county,Montgomery County,KY,21173,
1130,,county,Morgan County,KY,21175,
1131,,county,Muhlenberg County,KY,21177,
1132,,county,Nelson County,KY,21179,
1133,,county,Nicholas County,KY,21181,
1134,,county,Ohio County,KY,21183,
1135,,county,Oldham County,KY,21185,
1136,,county,Owen County,KY,21187,
1137,,county,Owsley County,KY,21189,
1138,,county,Pendleton County,KY,21191,
1139,,county,Perry County,KY,21193,
1140,,county,Pike County,KY,21195,
1141,,county,Powell County,KY,21197,
1142,,county,Pulaski County,KY,21199,
1143,,county,Robertson County,KY,21201,
1144,,county,Rockcastle County,KY,21203,
1145,,county,Rowan County,KY,21205,
1146,,county,Russell County,KY,21207,
1147,,county,Scott County,KY,21209,
1148,,county,Shelby County,KY,21211,
1149,,county,Simpson County,KY,21213,
1150,,county,Spencer County,KY,21215,
1151,,county,Taylor County,KY,21217,
1152,,county,Todd County,KY,21219,
1153,,county,Trigg County,KY,21221,
1154,,county,Trimble County,KY,21223,
1155,,county,Union County,KY,21225,
1156,,county,Warren County,KY,21227,
1157,,county,Washington County,KY,21229,
1158,,county,Wayne County,KY,21231,
1159,,county,Webster County,KY,21233,
1160,,county,Whitley County,KY,21235,
1161,,county,Wolfe County,KY,21237,
1162,,county,Woodford County,KY,21239,
1163,,county,Acadia Parish,LA,22001,
1164,,county,Allen Parish,LA,22003,
1165,,county,Ascension Parish,LA,22005,
1166,,county,Assumption Parish,LA,22007,
1167,,county,Avoyelles Parish,LA,22009,
1168,,county,Beauregard Parish,LA,22011,
1169,,county,Bienville Parish,LA,22013,
1170,,county,Bossier Parish,LA,22015,
1171,,county,Caddo Parish,LA,22017,
1172,,county,Calcasieu Parish,LA,22019,
1173,,county,Caldwell Parish,LA,22021,
1174,,county,Cameron Parish,LA,22023,
1175,,county,Catahoula Parish,LA,22025,
1176,,county,Claiborne Parish,LA,22027,
1177,,county,Concordia Parish,LA,22029,
1178,,county,De Soto Parish,LA,22031,
1179,,county,East Baton Rouge Parish,LA,22033,
1180,,county,East Carroll Parish,LA,22035,
1181,,county,East Feliciana Parish,LA,22037,
1182,,county,Evangeline Parish,LA,22039,
1183,,county,Franklin Parish,LA,22041,
1184,,county,Grant Parish,LA,22043,
1185,,county,Iberia Parish,LA,22045,
1186,,county,Iberville Parish,LA,22047,
1187,,county,Jackson Parish,LA,22049,
1188,,county,Jefferson Parish,LA,22051,
1189,,county,Jefferson Davis Parish,LA,22053,
1190,,county,Lafayette Parish,LA,22055,
1191,,county,Lafourche Parish,LA,22057,
1192,,county,LaSalle Parish,LA,22059,
1193,,county,Lincoln Parish,LA,22061,
1194,,county,Livingston Parish,LA,22063,
1195,,county,Madison Parish,LA,22065,
1196,,county,Morehouse Parish,LA,22067,
1197,,county,Natchitoches Parish,LA,22069,
1198,,county,Orleans Parish,LA,22071,
1199,,county,Ouachita Parish,LA,22073,
1200,,county,Plaquemines Parish,LA,22075,
1201,,county,Pointe Coupee Parish,LA,22077,
1202,,county,Rapides Parish,LA,22079,
1203,,county,Red River Parish,LA,22081,
1204,,county,Richland Parish,LA,22083,
1205,,county,Sabine Parish,LA,22085,
1206,,county,St. Bernard Parish,LA,22087,
1207,,county,St. Charles Parish,LA,22089,
1208,,county,St. Helena Parish,LA,22091,
1209,,county,St. James Parish,LA,22093,
1210,,county,St. John the Baptist Parish,LA,22095,
1211,,county,St. Landry Parish,LA,22097,
1212,,county,St. Martin Parish,LA,22099,
1213,,county,St. Mary Parish,LA,22101,
1214,,county,St. Tammany Parish,LA,22103,
1215,,county,Tangipahoa Parish,LA,22105,
1216,,county,Tensas Parish,LA,22107,
1217,,county,Terrebonne Parish,LA,22109,
1218,,county,Union Parish,LA,22111,
1219,,county,Vermilion Parish,LA,22113,
1220,,county,Vernon Parish,LA,22115,
1221,,county,Washington Parish,LA,22117,
1222,,county,Webster Parish,LA,22119,
1223,,county,West Baton Rouge Parish,LA,22121,
1224,,county,West Carroll Parish,LA,22123,
1225,,county,West Feliciana Parish,LA,22125,
1226,,county,Winn Parish,LA,22127,
